ts,symbol,action,side,qty,price,stop,reason,note,lev,fee,pnl,regime
2025-09-20T06:43:07.944769+00:00,ETH/USDT,OPEN,short,0.06710238481875647,4470.78,4472.111278470345,,,,,,
2025-09-20T06:44:10.422264+00:00,ETH/USDT,OPEN,short,0.06709548134298315,4471.24,4472.540778987769,,,,,,
2025-09-20T06:45:12.942051+00:00,ETH/USDT,OPEN,short,0.06708662896398118,4471.83,4473.11756008048,,,,,,
2025-09-20T06:46:14.744840+00:00,BTC/USDT,OPEN,long,0.0025941952287561352,115642.8,115634.08157286119,,,,,,
2025-09-20T06:46:16.544524+00:00,ETH/USDT,OPEN,short,0.0670840787119857,4472.0,4473.435897625752,,,,,,
2025-09-20T06:47:17.861739+00:00,BTC/USDT,OPEN,long,0.002594197472041037,115642.7,115634.59003194253,,,,,,
2025-09-20T06:47:19.716634+00:00,ETH/USDT,OPEN,short,0.06709503116564197,4471.27,4472.700272285137,,,,,,
2025-09-20T06:48:21.093214+00:00,BTC/USDT,OPEN,long,0.0025939507339583605,115653.7,115644.68972353847,,,,,,
2025-09-20T06:48:22.965668+00:00,ETH/USDT,OPEN,long,0.0670690811535882,4473.0,4471.436583898496,,,,,,
2025-09-20T06:49:24.338834+00:00,BTC/USDT,OPEN,long,0.0025939484911001627,115653.8,115645.41902900001,,,,,,
2025-09-20T06:49:26.462291+00:00,ETH/USDT,OPEN,long,0.0670764291192194,4472.51,4471.056827905746,,,,,,
2025-09-20T06:50:27.818349+00:00,BTC/USDT,OPEN,long,0.0025939484911001627,115653.8,115646.00338407145,,,,,,
2025-09-20T06:50:29.629626+00:00,ETH/USDT,OPEN,long,0.06706473311589457,4473.29,4471.832768769621,,,,,,
2025-09-20T06:51:30.990677+00:00,BTC/USDT,OPEN,long,0.0025936726491167243,115666.1,115657.18885663777,,,,,,
2025-09-20T06:51:32.803722+00:00,ETH/USDT,OPEN,long,0.06706473311589457,4473.29,4471.93542814322,,,,,,
2025-09-20T06:52:34.146778+00:00,BTC/USDT,OPEN,long,0.00259375786232852,115662.3,115653.46822402078,,,,,,
2025-09-20T06:52:35.917387+00:00,ETH/USDT,OPEN,long,0.06707672907038362,4472.49,4470.924836337072,,,,,,
2025-09-20T06:53:37.262203+00:00,BTC/USDT,OPEN,long,0.00259375786232852,115662.3,115654.08477944788,,,,,,
2025-09-20T06:53:39.111213+00:00,ETH/USDT,OPEN,long,0.06707552928182231,4472.57,4470.985205170137,,,,,,
2025-09-20T06:54:40.483337+00:00,BTC/USDT,OPEN,long,0.00259375786232852,115662.3,115654.6572952016,,,,,,
2025-09-20T06:54:42.415210+00:00,ETH/USDT,OPEN,long,0.06708407871198568,4472.0,4470.445547657985,,,,,,
2025-09-20T06:55:43.757146+00:00,BTC/USDT,OPEN,long,0.002593760104857076,115662.2,115655.0889169729,,,,,,
2025-09-20T06:55:45.598230+00:00,ETH/USDT,OPEN,short,0.06709278036954704,4471.42,4472.943113909422,,,,,,
2025-09-20T06:56:46.974567+00:00,BTC/USDT,OPEN,long,0.0025939507339583605,115653.7,115645.95501474015,,,,,,
2025-09-20T06:56:48.818023+00:00,ETH/USDT,OPEN,short,0.06709082980174659,4471.55,4473.100034344464,,,,,,
2025-09-20T06:57:50.152589+00:00,BTC/USDT,OPEN,long,0.002593955219686391,115653.5,115646.26537083014,,,,,,
2025-09-20T06:57:51.895984+00:00,ETH/USDT,OPEN,short,0.06709082980174659,4471.55,4472.990746177002,,,,,,
2025-09-20T06:58:53.697503+00:00,BTC/USDT,OPEN,long,0.0025941817691281996,115643.4,115635.24233413818,,,,,,
2025-09-20T06:58:56.126234+00:00,ETH/USDT,OPEN,short,0.06711274269645577,4470.09,4471.637835735787,,,,,,
2025-09-20T06:59:57.979072+00:00,BTC/USDT,OPEN,long,0.002594184012389823,115643.3,115635.71073884261,,,,,,
2025-09-20T07:00:00.328458+00:00,ETH/USDT,OPEN,short,0.06709998344867077,4470.94,4472.437276040373,,,,,,
2025-09-20T07:01:02.207359+00:00,BTC/USDT,OPEN,long,0.002594184012389823,115643.3,115636.23854321099,,,,,,
2025-09-20T07:01:04.560993+00:00,ETH/USDT,OPEN,short,0.0670908298017466,4471.55,4473.030327751776,,,,,,
2025-09-20T07:02:06.306599+00:00,BTC/USDT,OPEN,long,0.002594184012389823,115643.3,115637.18374389112,,,,,,
2025-09-20T07:02:08.640558+00:00,ETH/USDT,OPEN,short,0.06708407871198568,4472.0,4473.336200969643,,,,,,
2025-09-20T07:03:10.524896+00:00,BTC/USDT,OPEN,long,0.0025936995579471387,115664.9,115656.34102749072,,,,,,
2025-09-20T07:03:12.898923+00:00,ETH/USDT,OPEN,long,0.06707567925304524,4472.56,4471.240874609822,,,,,,
2025-09-20T07:04:14.827986+00:00,BTC/USDT,OPEN,short,0.002594255798810274,115640.1,115651.50578059535,,,,,,
2025-09-20T07:05:18.126252+00:00,BTC/USDT,OPEN,short,0.0025944913759106667,115629.6,115641.6492452467,,,,,,
2025-09-20T07:05:20.485453+00:00,ETH/USDT,OPEN,short,0.06709067976276735,4471.56,4472.998334793428,,,,,,
2025-09-20T07:06:22.346945+00:00,BTC/USDT,OPEN,short,0.0025944891321174404,115629.7,115640.90287058621,,,,,,
2025-09-20T07:06:24.811812+00:00,ETH/USDT,OPEN,short,0.06709833260643473,4471.05,4472.457943532672,,,,,,
2025-09-20T07:07:26.713779+00:00,BTC/USDT,OPEN,short,0.0025944913759106663,115629.6,115640.01695125864,,,,,,
2025-09-20T07:08:30.138238+00:00,BTC/USDT,OPEN,long,0.0025938363531352563,115658.8,115645.12405546392,,,,,,
2025-09-20T07:08:32.509808+00:00,ETH/USDT,OPEN,long,0.06705394042480906,4474.01,4472.433260058928,,,,,,
2025-09-20T07:09:34.824419+00:00,BTC/USDT,OPEN,long,0.0025938385957995375,115658.7,115645.98662293078,,,,,,
2025-09-20T07:09:37.222594+00:00,ETH/USDT,OPEN,long,0.067059036540469,4473.67,4472.2030271975755,,,,,,
2025-09-20T07:10:39.132496+00:00,BTC/USDT,OPEN,long,0.002593838595799538,115658.7,115646.88043557858,,,,,,
2025-09-20T07:10:41.585607+00:00,ETH/USDT,OPEN,long,0.06705888664365801,4473.68,4472.316382397749,,,,,,
2025-09-20T07:11:44.219375+00:00,ETH/USDT,OPEN,long,0.06707507937217726,4472.6,4471.184395899951,,,,,,
2025-09-20T07:12:46.795140+00:00,BTC/USDT,OPEN,short,0.002594525033274783,115628.1,115642.48086349164,,,,,,
2025-09-20T07:12:49.063013+00:00,ETH/USDT,OPEN,long,0.06708557883673608,4471.9,4470.4469390499535,,,,,,
2025-09-20T07:13:50.752348+00:00,BTC/USDT,OPEN,short,0.00259430964123292,115637.7,115653.37610793611,,,,,,
2025-09-20T07:14:53.927803+00:00,BTC/USDT,OPEN,short,0.0025946080585066817,115624.4,115640.85638594067,,,,,,
2025-09-20T07:14:56.202852+00:00,ETH/USDT,OPEN,short,0.06709308046696785,4471.4,4472.808302553865,,,,,,
2025-09-20T07:15:58.671639+00:00,ETH/USDT,OPEN,long,0.06706728189719927,4473.12,4471.563719057124,,,,,,
2025-09-20T07:17:01.795155+00:00,ETH/USDT,OPEN,short,0.06708557883673608,4471.9,4473.5908323040985,,,,,,
2025-09-20T07:18:03.984199+00:00,BTC/USDT,OPEN,long,0.0025938565372533996,115657.9,115641.3616600525,,,,,,
2025-09-20T07:19:06.966343+00:00,BTC/USDT,OPEN,long,0.0025938565372534,115657.9,115642.52868433447,,,,,,
2025-09-20T07:19:08.912251+00:00,ETH/USDT,OPEN,short,0.06710133419819497,4470.85,4472.513148167677,,,,,,
2025-09-20T07:20:10.311004+00:00,BTC/USDT,OPEN,long,0.0025939821343803795,115652.3,115637.25622729017,,,,,,
2025-09-20T07:20:12.159441+00:00,ETH/USDT,OPEN,short,0.06710133419819496,4470.85,4472.526596767945,,,,,,
2025-09-20T07:21:13.999936+00:00,BTC/USDT,OPEN,long,0.002593984377296757,115652.2,115638.21649676944,,,,,,
2025-09-20T07:21:15.825413+00:00,ETH/USDT,OPEN,short,0.06710673774015824,4470.49,4472.1210235294175,,,,,,
2025-09-20T07:22:17.167023+00:00,BTC/USDT,OPEN,long,0.002593739922239677,115663.1,115648.65511434714,,,,,,
2025-09-20T07:22:18.994570+00:00,ETH/USDT,OPEN,short,0.06710718807460529,4470.46,4472.170032052827,,,,,,
2025-09-20T07:23:20.465764+00:00,BTC/USDT,OPEN,long,0.0025936412561869153,115667.5,115653.49811638356,,,,,,
2025-09-20T07:23:22.302176+00:00,ETH/USDT,OPEN,short,0.0671044861585813,4470.64,4472.229315477625,,,,,,
2025-09-20T07:24:23.698793+00:00,BTC/USDT,OPEN,long,0.0025935358711946348,115672.2,115658.53804684596,,,,,,
2025-09-20T07:24:25.579307+00:00,ETH/USDT,OPEN,short,0.06710658763001902,4470.5,4472.26160927004,,,,,,
2025-09-20T07:25:26.964096+00:00,BTC/USDT,OPEN,long,0.002593410317277818,115677.8,115662.71798227534,,,,,,
2025-09-20T07:25:28.803140+00:00,ETH/USDT,OPEN,short,0.06712911165808906,4469.0,4470.742922893608,,,,,,
2025-09-20T07:26:30.202117+00:00,BTC/USDT,OPEN,long,0.002593410317277818,115677.8,115663.78098354138,,,,,,
2025-09-20T07:26:32.024277+00:00,ETH/USDT,OPEN,short,0.06712911165808906,4469.0,4470.65363248284,,,,,,
2025-09-20T07:27:33.622844+00:00,BTC/USDT,OPEN,long,0.0025934080753540647,115677.9,115664.86805614555,,,,,,
2025-09-20T07:27:35.556472+00:00,ETH/USDT,OPEN,short,0.06713587181524207,4468.55,4470.151230162637,,,,,,
2025-09-20T07:28:36.913084+00:00,BTC/USDT,OPEN,long,0.002593338577640235,115681.0,115668.44176642089,,,,,,
2025-09-20T07:28:38.734293+00:00,ETH/USDT,OPEN,short,0.06713121467219828,4468.86,4470.36828515102,,,,,,
2025-09-20T07:29:40.198676+00:00,BTC/USDT,OPEN,long,0.0025932399421188844,115685.4,115673.1275586153,,,,,,
2025-09-20T07:29:42.193434+00:00,ETH/USDT,OPEN,short,0.067129412080609,4468.98,4470.400550497376,,,,,,
2025-09-20T07:30:43.824680+00:00,BTC/USDT,OPEN,long,0.0025935201762902114,115672.9,115659.71844728565,,,,,,
2025-09-20T07:30:45.639408+00:00,ETH/USDT,OPEN,short,0.06715796448686838,4467.08,4468.6509193394,,,,,,
2025-09-20T07:31:47.099146+00:00,BTC/USDT,OPEN,long,0.0025935201762902114,115672.9,115660.64570105095,,,,,,
2025-09-20T07:31:48.955437+00:00,ETH/USDT,OPEN,short,0.06715135018981448,4467.52,4469.171567958015,,,,,,
2025-09-20T07:32:50.373162+00:00,BTC/USDT,OPEN,long,0.0025931704534158536,115688.5,115674.89243669018,,,,,,
2025-09-20T07:32:52.237888+00:00,ETH/USDT,OPEN,short,0.06715616045845273,4467.2,4468.887986573258,,,,,,
2025-09-20T07:33:53.601261+00:00,BTC/USDT,OPEN,long,0.002592914946339625,115699.9,115685.66950753883,,,,,,
2025-09-20T07:33:55.440734+00:00,ETH/USDT,OPEN,short,0.06714037934314329,4468.25,4470.025987532311,,,,,,
2025-09-20T07:34:56.752037+00:00,BTC/USDT,OPEN,long,0.002592993386138203,115696.4,115682.67168557177,,,,,,
2025-09-20T07:34:58.563920+00:00,ETH/USDT,OPEN,short,0.0671417317195445,4468.16,4469.897702708575,,,,,,
2025-09-20T07:35:59.919079+00:00,BTC/USDT,OPEN,long,0.002592240559923961,115730.0,115712.4522794595,,,,,,
2025-09-20T07:36:01.752920+00:00,ETH/USDT,OPEN,long,0.06711154161922253,4470.17,4468.269276056323,,,,,,
2025-09-20T07:37:03.123460+00:00,BTC/USDT,OPEN,long,0.0025917926565874726,115750.0,115730.86181051852,,,,,,
2025-09-20T07:37:04.938685+00:00,ETH/USDT,OPEN,short,0.06713707376350293,4468.47,4470.361032380008,,,,,,
2025-09-20T07:38:06.332168+00:00,BTC/USDT,OPEN,long,0.002591123329697124,115779.9,115759.39819376341,,,,,,
2025-09-20T07:38:08.242633+00:00,ETH/USDT,OPEN,long,0.06710463625931916,4470.63,4468.562306667544,,,,,,
2025-09-20T07:39:09.601692+00:00,BTC/USDT,OPEN,long,0.0025915978669421823,115758.7,115736.29220033133,,,,,,
2025-09-20T07:40:12.134038+00:00,BTC/USDT,OPEN,long,0.002591009198082653,115785.0,115760.68969622604,,,,,,
2025-09-20T07:40:14.014947+00:00,ETH/USDT,OPEN,long,0.06710913959372126,4470.33,4468.197688620776,,,,,,
2025-09-20T07:41:15.379164+00:00,BTC/USDT,OPEN,long,0.0025897834768361136,115839.8,115809.38124853642,,,,,,
2025-09-20T07:41:17.241090+00:00,ETH/USDT,OPEN,long,0.06707897878962692,4472.34,4469.909282290721,,,,,,
2025-09-20T07:42:18.606490+00:00,BTC/USDT,OPEN,long,0.0025896180486019516,115847.2,115817.40095527361,,,,,,
2025-09-20T07:42:20.452676+00:00,ETH/USDT,OPEN,long,0.06703640970865976,4475.18,4472.398619269955,,,,,,
2025-09-20T07:43:21.824996+00:00,BTC/USDT,OPEN,long,0.00258962028397776,115847.1,115819.41517275407,,,,,,
2025-09-20T07:43:23.707134+00:00,ETH/USDT,OPEN,long,0.0670391061452514,4475.0,4472.261677077203,,,,,,
2025-09-20T07:44:25.094983+00:00,BTC/USDT,OPEN,long,0.0025889922951589294,115875.2,115845.76408898592,,,,,,
2025-09-20T07:44:26.935385+00:00,ETH/USDT,OPEN,long,0.0670391061452514,4475.0,4472.370536877811,,,,,,
2025-09-20T07:45:28.328918+00:00,BTC/USDT,OPEN,long,0.002589537577642968,115850.8,115820.04012344612,,,,,,
2025-09-20T07:45:30.291603+00:00,ETH/USDT,OPEN,long,0.06707297987363452,4472.74,4469.986314855926,,,,,,
2025-09-20T07:46:31.625421+00:00,BTC/USDT,OPEN,long,0.0025895375776429684,115850.8,115822.22297177139,,,,,,
2025-09-20T07:46:33.461390+00:00,ETH/USDT,OPEN,long,0.0670660824465707,4473.2,4470.641578080503,,,,,,
2025-09-20T07:47:34.801851+00:00,BTC/USDT,OPEN,long,0.0025890794355461623,115871.3,115836.4458207265,,,,,,
2025-09-20T07:47:36.640521+00:00,ETH/USDT,OPEN,long,0.06703895633752774,4475.01,4472.269832707406,,,,,,
2025-09-20T07:48:38.041862+00:00,BTC/USDT,OPEN,long,0.002589202335805734,115865.8,115831.57418047053,,,,,,
2025-09-20T07:48:39.911209+00:00,ETH/USDT,OPEN,long,0.06704390034594652,4474.68,4472.001579350755,,,,,,
2025-09-20T07:49:41.273060+00:00,BTC/USDT,OPEN,long,0.0025889543127232436,115876.9,115843.5045961512,,,,,,
2025-09-20T07:49:43.108423+00:00,ETH/USDT,OPEN,long,0.06704839553189491,4474.38,4471.630037968558,,,,,,
2025-09-20T07:50:44.450250+00:00,BTC/USDT,OPEN,long,0.0025885120111271507,115896.7,115862.1787576506,,,,,,
2025-09-20T07:50:46.329124+00:00,ETH/USDT,OPEN,long,0.06702712364270075,4475.8,4473.142892399375,,,,,,
2025-09-20T07:51:47.954297+00:00,BTC/USDT,OPEN,long,0.0025885120111271503,115896.7,115864.63027496128,,,,,,
2025-09-20T07:51:49.814482+00:00,ETH/USDT,OPEN,long,0.06699643802271178,4477.85,4474.99574702391,,,,,,
2025-09-20T07:52:51.183696+00:00,BTC/USDT,OPEN,long,0.002588509777664267,115896.8,115867.00668389261,,,,,,
2025-09-20T07:52:53.024765+00:00,ETH/USDT,OPEN,long,0.06702472765618996,4475.96,4473.18676509363,,,,,,
2025-09-20T07:53:54.393166+00:00,BTC/USDT,OPEN,long,0.0025890213413029164,115873.9,115842.96334932884,,,,,,
2025-09-20T07:53:56.247413+00:00,ETH/USDT,OPEN,long,0.06702787242361616,4475.75,4473.079139015514,,,,,,
2025-09-20T07:54:57.585019+00:00,BTC/USDT,OPEN,long,0.002588317714273882,115905.4,115869.7445386625,,,,,,
2025-09-20T07:54:59.374135+00:00,ETH/USDT,OPEN,long,0.0670145466242539,4476.64,4474.032771942977,,,,,,
2025-09-20T07:56:00.779901+00:00,BTC/USDT,OPEN,long,0.0025884517089821003,115899.4,115865.41992875804,,,,,,
2025-09-20T07:56:02.598109+00:00,ETH/USDT,OPEN,long,0.06699419383653417,4478.0,4475.454686012056,,,,,,
2025-09-20T07:57:03.927279+00:00,BTC/USDT,OPEN,long,0.002588125679382991,115914.0,115882.24575489851,,,,,,
2025-09-20T07:57:05.787147+00:00,ETH/USDT,OPEN,long,0.06698357339501776,4478.71,4476.044045174461,,,,,,
2025-09-20T07:58:07.136088+00:00,BTC/USDT,OPEN,long,0.0025882328581337804,115909.2,115879.04962954862,,,,,,
2025-09-20T07:58:08.929997+00:00,ETH/USDT,OPEN,long,0.06698267604721832,4478.77,4476.231919498734,,,,,,
2025-09-20T07:59:10.258780+00:00,BTC/USDT,OPEN,long,0.0025882306251525976,115909.3,115878.79506417271,,,,,,
2025-09-20T07:59:12.150377+00:00,ETH/USDT,OPEN,long,0.06696443518847141,4479.99,4477.407598718212,,,,,,
2025-09-20T08:00:13.775987+00:00,BTC/USDT,OPEN,long,0.00258870186956049,115888.2,115856.70766162976,,,,,,
2025-09-20T08:00:15.614960+00:00,ETH/USDT,OPEN,long,0.06697923643670461,4479.0,4476.259504932217,,,,,,
2025-09-20T08:01:16.972230+00:00,BTC/USDT,OPEN,long,0.0025886996357699613,115888.3,115857.46425722764,,,,,,
2025-09-20T08:01:18.769179+00:00,ETH/USDT,OPEN,long,0.0669790868964347,4479.01,4476.401479069712,,,,,,
2025-09-20T08:02:20.142524+00:00,BTC/USDT,OPEN,long,0.002588116748221101,115914.4,115881.10966742566,,,,,,
2025-09-20T08:02:21.979412+00:00,ETH/USDT,OPEN,long,0.06696592996703044,4479.89,4477.106679544325,,,,,,
2025-09-20T08:03:23.429512+00:00,BTC/USDT,OPEN,long,0.002588297616264172,115906.3,115873.91407893607,,,,,,
2025-09-20T08:03:25.277801+00:00,ETH/USDT,OPEN,long,0.06696518256940942,4479.94,4477.344263658505,,,,,,
2025-09-20T08:04:26.641307+00:00,BTC/USDT,OPEN,long,0.0025889207997348944,115878.4,115844.4926651345,,,,,,
2025-09-20T08:04:28.594723+00:00,ETH/USDT,OPEN,long,0.06699419383653417,4478.0,4475.289367274734,,,,,,
2025-09-20T08:05:29.968845+00:00,BTC/USDT,OPEN,long,0.0025890883733534482,115870.9,115838.41869925756,,,,,,
2025-09-20T08:05:31.823944+00:00,ETH/USDT,OPEN,long,0.066990304269962,4478.26,4475.704412469397,,,,,,
2025-09-20T08:06:33.214577+00:00,BTC/USDT,OPEN,long,0.002589086138895841,115871.0,115840.82450645344,,,,,,
2025-09-20T08:06:35.066059+00:00,ETH/USDT,OPEN,long,0.06697385340762967,4479.36,4476.826954435867,,,,,,
2025-09-20T08:07:36.457679+00:00,BTC/USDT,OPEN,short,0.0025895398128798533,115850.7,115881.62010115037,,,,,,
2025-09-20T08:08:38.926260+00:00,BTC/USDT,OPEN,short,0.0025903693521313557,115813.6,115847.39825719065,,,,,,
2025-09-20T08:08:40.781621+00:00,ETH/USDT,OPEN,short,0.0670289207450041,4475.68,4478.480330103767,,,,,,
2025-09-20T08:09:42.133422+00:00,BTC/USDT,OPEN,short,0.0025903738254813347,115813.4,115844.8269531056,,,,,,
2025-09-20T08:09:43.973776+00:00,ETH/USDT,OPEN,short,0.0670329645775471,4475.41,4478.19214325962,,,,,,
2025-09-20T08:10:45.384390+00:00,BTC/USDT,OPEN,short,0.002591067381570947,115782.4,115815.75053808786,,,,,,
2025-09-20T08:10:47.224554+00:00,ETH/USDT,OPEN,short,0.06704345086050269,4474.71,4477.341990169647,,,,,,
2025-09-20T08:11:48.563911+00:00,BTC/USDT,OPEN,short,0.002591244185895858,115774.5,115806.51937720404,,,,,,
2025-09-20T08:11:50.412845+00:00,ETH/USDT,OPEN,short,0.06704539867428898,4474.58,4477.134909239162,,,,,,
2025-09-20T08:12:51.831351+00:00,BTC/USDT,OPEN,short,0.0025912441858958577,115774.5,115804.2465645466,,,,,,
2025-09-20T08:12:53.622690+00:00,ETH/USDT,OPEN,short,0.06705513944116247,4473.93,4476.3952728649365,,,,,,
2025-09-20T08:13:54.989884+00:00,BTC/USDT,OPEN,short,0.002591246424079935,115774.4,115802.06466707899,,,,,,
2025-09-20T08:13:56.867834+00:00,ETH/USDT,OPEN,short,0.06705364067742059,4474.03,4476.402039088869,,,,,,
2025-09-20T08:14:58.238344+00:00,BTC/USDT,OPEN,short,0.002590733980844113,115797.3,115826.28861943049,,,,,,
2025-09-20T08:15:00.605775+00:00,ETH/USDT,OPEN,short,0.06704420000625747,4474.66,4477.00117915395,,,,,,
2025-09-20T08:16:01.997661+00:00,BTC/USDT,OPEN,short,0.002590733980844113,115797.3,115824.23228947117,,,,,,
2025-09-20T08:17:04.517256+00:00,BTC/USDT,OPEN,short,0.002590733980844113,115797.3,115820.535494493,,,,,,
2025-09-20T08:17:06.309609+00:00,ETH/USDT,OPEN,short,0.06704240208457177,4474.78,4477.150710597029,,,,,,
2025-09-20T08:18:07.690090+00:00,BTC/USDT,OPEN,short,0.0025907317435451918,115797.4,115819.00336733532,,,,,,
2025-09-20T08:18:09.567591+00:00,ETH/USDT,OPEN,short,0.06703895633752772,4475.01,4477.157806586214,,,,,,
2025-09-20T08:19:10.942703+00:00,BTC/USDT,OPEN,short,0.002590989058253207,115785.9,115807.61435130116,,,,,,
2025-09-20T08:19:12.762237+00:00,ETH/USDT,OPEN,short,0.06705543920195087,4473.91,4476.0589836667905,,,,,,
2025-09-20T08:20:14.149175+00:00,BTC/USDT,OPEN,short,0.002590989058253207,115785.9,115806.0776119225,,,,,,
2025-09-20T08:20:15.972354+00:00,ETH/USDT,OPEN,short,0.06703910614525141,4475.0,4477.151199119162,,,,,,
2025-09-20T08:21:17.329098+00:00,BTC/USDT,OPEN,short,0.0025909912959965727,115785.8,115804.55063964234,,,,,,
2025-09-20T08:21:19.148114+00:00,ETH/USDT,OPEN,short,0.06703925595364459,4474.99,4477.007542039222,,,,,,
2025-09-20T08:22:20.566766+00:00,BTC/USDT,OPEN,short,0.0025909912959965727,115785.8,115803.2255939536,,,,,,
2025-09-20T08:22:22.354318+00:00,ETH/USDT,OPEN,short,0.06705199211468572,4474.14,4476.110778832339,,,,,,
2025-09-20T08:23:23.768949+00:00,BTC/USDT,OPEN,short,0.0025912486622678777,115774.3,115792.04825560997,,,,,,
2025-09-20T08:23:25.627426+00:00,ETH/USDT,OPEN,short,0.06706623237555302,4473.19,4475.224192589212,,,,,,
